SEASON YEAR,WEEK,TRAP,NUMBER OF MOSQUITOES,WNV POS,WNV NEG,MIR,LATITUDE,LONGITUDE,LOCATION
2022,31,T039,1,0,1,0.0,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2022,32,T039,1,0,1,0.0,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2022,33,T039,5,0,5,0.0,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2022,35,T039,4,0,4,0.0,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2022,37,T039,8,0,8,0.0,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2022,38,T039,3,0,3,0.0,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2022,39,T039,1,0,1,0.0,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2022,40,T039,4,0,4,0.0,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2017,24,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2017,28,T061,6,1,5,166.66666666666666,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2017,29,T061,8,0,8,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2017,30,T061,12,0,12,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2017,31,T061,3,0,3,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2017,32,T061,6,0,6,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2017,33,T061,3,0,3,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2017,37,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2017,39,T061,3,0,3,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2018,23,T061,3,0,3,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2018,25,T061,4,0,4,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2018,26,T061,2,0,2,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2018,27,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2018,28,T061,4,0,4,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2018,29,T061,3,0,3,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2018,30,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2018,33,T061,5,2,3,400.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2018,34,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2018,35,T061,4,0,4,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2018,38,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,23,T061,5,0,5,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,24,T061,15,0,15,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,25,T061,3,0,3,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,26,T061,8,0,8,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,28,T061,5,0,5,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,29,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,30,T061,4,0,4,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,31,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,32,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,33,T061,3,0,3,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,34,T061,3,0,3,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,35,T061,2,0,2,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,36,T061,13,0,13,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,37,T061,5,1,4,200.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,38,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2019,39,T061,4,0,4,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,24,T061,6,0,6,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,26,T061,6,0,6,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,27,T061,2,0,2,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,28,T061,8,0,8,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,29,T061,9,0,9,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,30,T061,14,0,14,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,31,T061,2,0,2,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,32,T061,4,0,4,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,33,T061,6,0,6,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,34,T061,26,0,26,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,35,T061,30,0,30,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,36,T061,7,0,7,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,37,T061,4,0,4,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,38,T061,3,1,2,333.3333333333333,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2020,39,T061,3,0,3,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,23,T061,20,0,20,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,24,T061,84,0,84,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,27,T061,9,0,9,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,29,T061,7,0,7,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,30,T061,4,0,4,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,31,T061,7,0,7,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,32,T061,15,0,15,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,33,T061,5,0,5,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,34,T061,19,0,19,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,35,T061,18,1,17,55.55555555555556,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,36,T061,3,0,3,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,37,T061,36,1,35,27.77777777777778,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,38,T061,17,0,17,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2021,39,T061,23,0,23,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2022,23,T061,6,0,6,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2022,24,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2022,26,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2022,28,T061,2,0,2,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2022,31,T061,8,0,8,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2022,33,T061,3,0,3,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2022,34,T061,6,1,5,166.66666666666666,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2022,35,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2022,36,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2022,37,T061,1,0,1,0.0,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2017,23,T063,3,0,3,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,24,T063,9,0,9,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,25,T063,2,0,2,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,26,T063,1,0,1,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,27,T063,15,0,15,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,28,T063,6,0,6,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,29,T063,9,0,9,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,30,T063,9,0,9,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,31,T063,9,0,9,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,32,T063,10,0,10,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,33,T063,10,0,10,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,34,T063,1,0,1,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,35,T063,3,0,3,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,36,T063,2,0,2,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,37,T063,5,0,5,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,38,T063,2,0,2,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,23,T063,15,0,15,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,24,T063,6,0,6,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,25,T063,11,0,11,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,26,T063,6,0,6,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,27,T063,5,0,5,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,28,T063,11,0,11,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,29,T063,17,1,16,58.8235294117647,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,30,T063,45,2,43,44.44444444444444,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,31,T063,30,1,29,33.333333333333336,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,32,T063,41,1,40,24.390243902439025,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,33,T063,13,0,13,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,34,T063,14,0,14,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,35,T063,19,0,19,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,36,T063,13,0,13,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,37,T063,6,0,6,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2018,38,T063,10,0,10,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,23,T063,5,0,5,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,24,T063,30,0,30,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,25,T063,50,0,50,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,27,T063,3,0,3,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,28,T063,13,0,13,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,29,T063,5,0,5,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,30,T063,9,0,9,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,31,T063,4,0,4,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,32,T063,4,0,4,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,33,T063,5,1,4,200.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,34,T063,6,0,6,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,35,T063,5,0,5,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,36,T063,9,0,9,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,37,T063,23,0,23,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,38,T063,3,0,3,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2019,39,T063,10,0,10,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,24,T063,2,0,2,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,25,T063,19,0,19,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,26,T063,109,0,109,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,27,T063,14,0,14,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,28,T063,174,0,174,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,29,T063,35,0,35,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,30,T063,44,0,44,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,31,T063,210,2,208,9.523809523809524,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,32,T063,256,3,253,11.71875,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,33,T063,200,3,197,15.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,34,T063,35,1,34,28.571428571428573,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,35,T063,18,0,18,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,36,T063,11,0,11,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,37,T063,2,0,2,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2020,38,T063,1,0,1,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2021,23,T063,15,0,15,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2021,24,T063,27,0,27,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2021,27,T063,14,0,14,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2021,28,T063,38,0,38,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2021,29,T063,5,0,5,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2021,30,T063,6,0,6,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2021,31,T063,15,0,15,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2021,32,T063,10,0,10,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2021,33,T063,1,0,1,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2021,34,T063,2,0,2,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2021,36,T063,20,0,20,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2021,37,T063,59,0,59,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2021,38,T063,2,0,2,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2022,23,T063,3,0,3,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2022,26,T063,2,0,2,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2022,31,T063,9,0,9,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2022,33,T063,2,0,2,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2022,34,T063,4,0,4,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2022,37,T063,1,0,1,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2017,24,T066,4,0,4,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2017,25,T066,3,0,3,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2017,26,T066,4,0,4,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2017,27,T066,1,0,1,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2017,28,T066,2,0,2,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2017,30,T066,2,0,2,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2017,33,T066,5,0,5,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2017,34,T066,32,1,31,31.25,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2017,35,T066,12,0,12,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2017,36,T066,2,0,2,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2017,37,T066,2,0,2,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2017,38,T066,2,0,2,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2017,39,T066,12,0,12,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,23,T066,2,0,2,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,25,T066,39,0,39,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,26,T066,23,0,23,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,27,T066,1,0,1,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,28,T066,295,4,291,13.559322033898304,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,29,T066,77,2,75,25.97402597402597,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,30,T066,47,2,45,42.5531914893617,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,31,T066,43,2,41,46.51162790697674,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,32,T066,176,3,173,17.045454545454547,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,33,T066,7,0,7,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,34,T066,1,0,1,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,36,T066,1,0,1,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,37,T066,2,0,2,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2018,39,T066,2,0,2,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,23,T066,4,0,4,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,24,T066,8,0,8,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,25,T066,4,0,4,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,26,T066,5,0,5,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,28,T066,3,0,3,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,29,T066,11,0,11,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,30,T066,10,0,10,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,31,T066,5,0,5,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,33,T066,15,0,15,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,34,T066,8,0,8,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,35,T066,28,0,28,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,36,T066,16,0,16,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,37,T066,20,0,20,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,38,T066,14,0,14,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2019,39,T066,19,1,18,52.63157894736842,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,24,T066,20,0,20,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,25,T066,44,0,44,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,26,T066,138,0,138,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,27,T066,24,0,24,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,28,T066,90,0,90,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,29,T066,112,0,112,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,30,T066,23,0,23,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,31,T066,32,0,32,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,32,T066,10,0,10,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,33,T066,25,0,25,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,34,T066,4,0,4,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,35,T066,10,0,10,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,36,T066,4,0,4,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,37,T066,1,0,1,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,38,T066,2,0,2,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2020,40,T066,2,0,2,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2021,23,T066,68,0,68,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2021,26,T066,1,0,1,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2021,27,T066,49,0,49,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2021,28,T066,11,1,10,90.9090909090909,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2021,29,T066,17,0,17,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2021,30,T066,5,0,5,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2021,31,T066,33,0,33,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2021,32,T066,20,1,19,50.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2021,33,T066,3,0,3,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2021,34,T066,2,0,2,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2021,35,T066,2,0,2,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2021,36,T066,1,0,1,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2022,23,T066,5,0,5,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2022,24,T066,62,0,62,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2022,26,T066,3,0,3,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2022,27,T066,4,0,4,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2022,29,T066,1,0,1,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2022,31,T066,28,0,28,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2022,33,T066,9,0,9,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2022,34,T066,4,0,4,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2022,35,T066,11,1,10,90.9090909090909,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2022,36,T066,12,0,12,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2022,40,T066,1,0,1,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2017,24,T068,4,0,4,0.0,,,
2017,27,T068,1,0,1,0.0,,,
2017,28,T068,2,0,2,0.0,,,
2017,29,T068,8,0,8,0.0,,,
2017,30,T068,6,0,6,0.0,,,
2017,31,T068,7,0,7,0.0,,,
2017,33,T068,3,0,3,0.0,,,
2017,34,T068,1,0,1,0.0,,,
2017,39,T068,4,0,4,0.0,,,
2018,23,T068,4,0,4,0.0,,,
2018,24,T068,3,0,3,0.0,,,
2018,28,T068,4,0,4,0.0,,,
2018,29,T068,3,0,3,0.0,,,
2018,30,T068,3,0,3,0.0,,,
2018,34,T068,1,0,1,0.0,,,
2018,35,T068,3,0,3,0.0,,,
2018,36,T068,3,0,3,0.0,,,
2018,37,T068,1,0,1,0.0,,,
2019,24,T068,3,0,3,0.0,,,
2019,25,T068,1,0,1,0.0,,,
2019,26,T068,2,0,2,0.0,,,
2019,28,T068,1,0,1,0.0,,,
2019,29,T068,1,0,1,0.0,,,
2019,31,T068,1,0,1,0.0,,,
2019,32,T068,2,0,2,0.0,,,
2019,33,T068,3,0,3,0.0,,,
2019,34,T068,1,0,1,0.0,,,
2019,36,T068,2,0,2,0.0,,,
2019,37,T068,4,0,4,0.0,,,
2019,39,T068,1,0,1,0.0,,,
2020,26,T068,1,0,1,0.0,,,
2020,27,T068,9,0,9,0.0,,,
2020,28,T068,2,0,2,0.0,,,
2020,31,T068,2,0,2,0.0,,,
2021,23,T068,3,0,3,0.0,,,
2021,25,T068,2,0,2,0.0,,,
2021,28,T068,4,0,4,0.0,,,
2021,31,T068,1,0,1,0.0,,,
2021,32,T068,4,0,4,0.0,,,
2021,33,T068,1,0,1,0.0,,,
2021,34,T068,2,0,2,0.0,,,
2021,37,T068,10,0,10,0.0,,,
2021,38,T068,2,0,2,0.0,,,
2022,30,T068,1,0,1,0.0,,,
2022,31,T068,3,0,3,0.0,,,
2022,35,T068,5,0,5,0.0,,,
2022,36,T068,1,0,1,0.0,,,
2022,38,T068,1,0,1,0.0,,,
