SEASON YEAR,WEEK,TRAP,NUMBER OF MOSQUITOES,WNV POS,WNV NEG,MIR
2013,33,T227,74,1,73,13.513513513513514
2013,33,T228,11,0,11,0.0
2013,33,T230,15,1,14,66.66666666666667
2013,33,T231,20,0,20,0.0
2013,33,T232,9,0,9,0.0
2013,33,T233,34,0,34,0.0
2013,33,T235,44,2,42,45.45454545454545
2013,33,T236,20,0,20,0.0
2013,33,T900,15,1,14,66.66666666666667
2013,33,T902,22,0,22,0.0
2013,33,T905,7,0,7,0.0
2013,33,T906,5,0,5,0.0
2013,33,T912,1,0,1,0.0
2013,33,T913,32,0,32,0.0
2013,33,T916,48,1,47,20.833333333333332
2013,33,T923,5,0,5,0.0
2013,33,T924,14,0,14,0.0
2013,33,T925,2,0,2,0.0
2013,34,T002,46,2,44,43.47826086956522
2013,34,T003,23,1,22,43.47826086956522
2013,34,T008,124,0,124,0.0
2013,34,T009,95,0,95,0.0
2013,34,T011,3,0,3,0.0
2013,34,T012,12,1,11,83.33333333333333
2013,34,T013,12,0,12,0.0
2013,34,T017,9,0,9,0.0
2013,34,T018,2,0,2,0.0
2013,34,T027,37,2,35,54.054054054054056
2013,34,T028,14,2,12,142.85714285714286
2013,34,T030,83,1,82,12.048192771084338
2013,34,T031,22,0,22,0.0
2013,34,T033,27,1,26,37.03703703703704
2013,34,T035,5,0,5,0.0
2013,34,T039,9,0,9,0.0
2013,34,T043,2,0,2,0.0
2013,34,T046,24,0,24,0.0
2013,34,T047,13,1,12,76.92307692307692
2013,34,T048,77,1,76,12.987012987012987
2013,34,T049,2,0,2,0.0
2013,34,T054A,8,0,8,0.0
2013,34,T054B,7,0,7,0.0
2013,34,T054C,30,0,30,0.0
2013,34,T061,8,1,7,125.0
2013,34,T062,4,0,4,0.0
2013,34,T063,14,1,13,71.42857142857143
2013,34,T065,2,0,2,0.0
2013,34,T066,48,2,46,41.666666666666664
2013,34,T068,8,0,8,0.0
2013,34,T069,10,0,10,0.0
2013,34,T073,5,0,5,0.0
2013,34,T074,11,0,11,0.0
2013,34,T077,3,0,3,0.0
2013,34,T079,5,0,5,0.0
2013,34,T080,26,0,26,0.0
2013,34,T082,15,1,14,66.66666666666667
2013,34,T083,9,0,9,0.0
2013,34,T089,6,0,6,0.0
2013,34,T090,49,0,49,0.0
2013,34,T094,9,0,9,0.0
2013,34,T095,18,0,18,0.0
2013,34,T099,5,0,5,0.0
2013,34,T102,14,0,14,0.0
2013,34,T114,19,0,19,0.0
2013,34,T115,44,0,44,0.0
2013,34,T128,54,0,54,0.0
2013,34,T135,17,0,17,0.0
2013,34,T138,10,0,10,0.0
2013,34,T147,8,0,8,0.0
2013,34,T151,21,0,21,0.0
2013,34,T152,22,1,21,45.45454545454545
2013,34,T155,7,0,7,0.0
2013,34,T158,64,0,64,0.0
2013,34,T159,49,0,49,0.0
2013,34,T209,46,0,46,0.0
2013,34,T212,19,0,19,0.0
2013,34,T220,4,1,3,250.0
2013,34,T221,20,0,20,0.0
2013,34,T222,7,0,7,0.0
2013,34,T223,21,0,21,0.0
2013,34,T224,28,0,28,0.0
2013,34,T225,68,1,67,14.705882352941176
2013,34,T227,43,1,42,23.25581395348837
2013,34,T228,59,1,58,16.949152542372882
2013,34,T230,3,0,3,0.0
2013,34,T231,80,1,79,12.5
2013,34,T232,3,1,2,333.3333333333333
2013,34,T233,79,1,78,12.658227848101266
2013,34,T235,33,2,31,60.60606060606061
2013,34,T236,48,0,48,0.0
2013,34,T900,1,0,1,0.0
2013,34,T902,73,1,72,13.698630136986301
2013,34,T904,2,0,2,0.0
2013,34,T905,30,0,30,0.0
2013,34,T906,12,1,11,83.33333333333333
2013,34,T912,13,0,13,0.0
2013,34,T913,10,0,10,0.0
2013,34,T916,60,1,59,16.666666666666668
2013,34,T923,20,0,20,0.0
2013,34,T924,10,0,10,0.0
2013,34,T925,1,0,1,0.0
2013,35,T002,70,1,69,14.285714285714286
2013,35,T003,30,1,29,33.333333333333336
2013,35,T008,51,1,50,19.607843137254903
2013,35,T009,196,3,193,15.306122448979592
2013,35,T011,7,0,7,0.0
2013,35,T012,18,0,18,0.0
2013,35,T013,124,0,124,0.0
2013,35,T017,11,0,11,0.0
2013,35,T018,4,0,4,0.0
2013,35,T027,5,0,5,0.0
2013,35,T028,22,1,21,45.45454545454545
2013,35,T030,47,0,47,0.0
2013,35,T031,24,2,22,83.33333333333333
2013,35,T033,15,1,14,66.66666666666667
2013,35,T035,8,0,8,0.0
2013,35,T039,19,1,18,52.63157894736842
2013,35,T043,3,0,3,0.0
2013,35,T046,14,0,14,0.0
2013,35,T047,8,0,8,0.0
2013,35,T048,33,0,33,0.0
2013,35,T049,5,0,5,0.0
2013,35,T054A,4,0,4,0.0
2013,35,T054B,8,0,8,0.0
2013,35,T054C,1,0,1,0.0
2013,35,T062,4,0,4,0.0
2013,35,T063,9,0,9,0.0
2013,35,T065,7,0,7,0.0
2013,35,T066,51,0,51,0.0
2013,35,T068,13,0,13,0.0
2013,35,T069,10,0,10,0.0
2013,35,T073,9,0,9,0.0
2013,35,T074,14,0,14,0.0
2013,35,T077,3,0,3,0.0
2013,35,T079,11,0,11,0.0
2013,35,T080,10,0,10,0.0
2013,35,T082,35,0,35,0.0
2013,35,T083,5,0,5,0.0
2013,35,T089,11,1,10,90.9090909090909
2013,35,T090,197,1,196,5.0761421319796955
2013,35,T094,1,0,1,0.0
2013,35,T095,28,1,27,35.714285714285715
2013,35,T099,3,0,3,0.0
2013,35,T102,12,0,12,0.0
2013,35,T114,13,1,12,76.92307692307692
2013,35,T115,35,0,35,0.0
2013,35,T128,124,1,123,8.064516129032258
2013,35,T135,17,0,17,0.0
2013,35,T138,11,0,11,0.0
2013,35,T147,11,0,11,0.0
2013,35,T151,17,0,17,0.0
2013,35,T152,7,0,7,0.0
2013,35,T155,14,1,13,71.42857142857143
2013,35,T158,8,0,8,0.0
2013,35,T159,72,1,71,13.88888888888889
2013,35,T209,31,0,31,0.0
2013,35,T212,2,0,2,0.0
2013,35,T220,1,0,1,0.0
2013,35,T221,32,1,31,31.25
2013,35,T222,17,1,16,58.8235294117647
2013,35,T223,50,0,50,0.0
2013,35,T224,13,0,13,0.0
2013,35,T225,52,1,51,19.23076923076923
2013,35,T226,2,0,2,0.0
2013,35,T227,24,0,24,0.0
2013,35,T228,11,0,11,0.0
2013,35,T230,2,0,2,0.0
2013,35,T231,50,1,49,20.0
2013,35,T232,21,0,21,0.0
2013,35,T233,200,3,197,15.0
2013,35,T235,12,1,11,83.33333333333333
2013,35,T236,17,0,17,0.0
2013,35,T900,3,0,3,0.0
2013,35,T902,48,1,47,20.833333333333332
2013,35,T904,11,0,11,0.0
2013,35,T905,59,2,57,33.898305084745765
2013,35,T906,117,1,116,8.547008547008547
2013,35,T912,40,2,38,50.0
2013,35,T913,31,1,30,32.25806451612903
2013,35,T916,253,4,249,15.810276679841897
2013,35,T923,29,0,29,0.0
2013,35,T924,27,0,27,0.0
2013,35,T925,1,1,0,1000.0
2013,36,T002,90,0,90,0.0
2013,36,T003,48,1,47,20.833333333333332
2013,36,T008,22,0,22,0.0
2013,36,T009,57,1,56,17.54385964912281
2013,36,T011,19,0,19,0.0
2013,36,T012,1,0,1,0.0
2013,36,T013,36,1,35,27.77777777777778
2013,36,T017,9,0,9,0.0
2013,36,T018,2,0,2,0.0
2013,36,T027,22,1,21,45.45454545454545
2013,36,T030,69,1,68,14.492753623188406
2013,36,T031,59,0,59,0.0
2013,36,T033,109,1,108,9.174311926605505
2013,36,T035,31,1,30,32.25806451612903
2013,36,T039,28,0,28,0.0
2013,36,T043,4,0,4,0.0
2013,36,T046,15,0,15,0.0
2013,36,T047,32,0,32,0.0
2013,36,T048,36,0,36,0.0
2013,36,T049,9,0,9,0.0
2013,36,T054A,5,0,5,0.0
2013,36,T054B,124,3,121,24.193548387096776
2013,36,T054C,3,0,3,0.0
2013,36,T061,30,1,29,33.333333333333336
2013,36,T062,5,0,5,0.0
2013,36,T063,18,0,18,0.0
2013,36,T065,19,0,19,0.0
2013,36,T066,35,0,35,0.0
2013,36,T068,37,0,37,0.0
2013,36,T069,30,1,29,33.333333333333336
2013,36,T073,12,0,12,0.0
2013,36,T074,40,0,40,0.0
2013,36,T077,6,1,5,166.66666666666666
2013,36,T079,2,0,2,0.0
2013,36,T080,54,0,54,0.0
2013,36,T082,1,0,1,0.0
2013,36,T083,1,0,1,0.0
2013,36,T089,10,0,10,0.0
2013,36,T090,14,0,14,0.0
2013,36,T094,31,0,31,0.0
2013,36,T095,6,0,6,0.0
2013,36,T102,26,0,26,0.0
2013,36,T114,89,1,88,11.235955056179776
2013,36,T115,22,0,22,0.0
2013,36,T128,51,0,51,0.0
2013,36,T135,8,0,8,0.0
2013,36,T138,10,0,10,0.0
2013,36,T151,31,1,30,32.25806451612903
2013,36,T152,15,0,15,0.0
2013,36,T155,7,0,7,0.0
2013,36,T158,32,0,32,0.0
2013,36,T159,68,0,68,0.0
2013,36,T209,31,0,31,0.0
2013,36,T212,5,0,5,0.0
2013,36,T220,82,1,81,12.195121951219512
2013,36,T221,12,0,12,0.0
2013,36,T222,5,0,5,0.0
2013,36,T223,33,1,32,30.303030303030305
2013,36,T224,13,0,13,0.0
2013,36,T225,18,1,17,55.55555555555556
2013,36,T226,22,0,22,0.0
2013,36,T227,21,0,21,0.0
2013,36,T228,33,1,32,30.303030303030305
2013,36,T230,6,0,6,0.0
2013,36,T231,22,0,22,0.0
2013,36,T232,10,0,10,0.0
2013,36,T233,33,2,31,60.60606060606061
2013,36,T235,37,1,36,27.027027027027028
2013,36,T236,17,1,16,58.8235294117647
2013,36,T900,5,0,5,0.0
2013,36,T902,47,2,45,42.5531914893617
2013,36,T904,20,0,20,0.0
2013,36,T905,66,1,65,15.151515151515152
2013,36,T906,62,2,60,32.25806451612903
2013,36,T912,94,2,92,21.27659574468085
2013,36,T913,60,0,60,0.0
2013,36,T916,179,2,177,11.1731843575419
2013,36,T923,26,0,26,0.0
2013,36,T924,4,0,4,0.0
2013,36,T925,7,0,7,0.0
2013,37,T002,44,1,43,22.727272727272727
2013,37,T003,10,0,10,0.0
2013,37,T008,17,0,17,0.0
2013,37,T009,40,0,40,0.0
2013,37,T011,26,1,25,38.46153846153846
2013,37,T012,6,0,6,0.0
2013,37,T013,21,1,20,47.61904761904762
2013,37,T017,13,0,13,0.0
2013,37,T018,8,0,8,0.0
2013,37,T027,24,2,22,83.33333333333333
2013,37,T028,82,1,81,12.195121951219512
2013,37,T030,45,0,45,0.0
2013,37,T031,20,0,20,0.0
2013,37,T033,12,0,12,0.0
2013,37,T035,18,0,18,0.0
2013,37,T039,14,1,13,71.42857142857143
2013,37,T043,5,0,5,0.0
2013,37,T046,9,0,9,0.0
2013,37,T047,36,0,36,0.0
2013,37,T048,39,0,39,0.0
2013,37,T049,8,0,8,0.0
2013,37,T054A,7,0,7,0.0
2013,37,T054B,89,1,88,11.235955056179776
2013,37,T054C,2,0,2,0.0
2013,37,T061,19,0,19,0.0
2013,37,T065,29,0,29,0.0
2013,37,T066,105,1,104,9.523809523809524
2013,37,T068,1,0,1,0.0
2013,37,T069,6,0,6,0.0
2013,37,T073,6,0,6,0.0
2013,37,T074,7,0,7,0.0
2013,37,T077,7,0,7,0.0
2013,37,T079,1,0,1,0.0
2013,37,T080,4,0,4,0.0
2013,37,T082,3,0,3,0.0
2013,37,T083,1,0,1,0.0
2013,37,T089,11,0,11,0.0
2013,37,T090,21,1,20,47.61904761904762
2013,37,T094,14,0,14,0.0
2013,37,T095,10,0,10,0.0
2013,37,T102,16,1,15,62.5
2013,37,T114,23,1,22,43.47826086956522
2013,37,T115,222,3,219,13.513513513513514
2013,37,T128,73,0,73,0.0
2013,37,T135,18,1,17,55.55555555555556
2013,37,T138,4,0,4,0.0
2013,37,T147,21,1,20,47.61904761904762
2013,37,T152,14,0,14,0.0
2013,37,T155,19,0,19,0.0
2013,37,T158,20,0,20,0.0
2013,37,T159,29,0,29,0.0
2013,37,T209,28,0,28,0.0
2013,37,T212,11,0,11,0.0
2013,37,T220,28,0,28,0.0
2013,37,T221,17,0,17,0.0
2013,37,T222,3,0,3,0.0
2013,37,T223,5,1,4,200.0
2013,37,T224,30,0,30,0.0
2013,37,T225,53,1,52,18.867924528301888
2013,37,T226,8,0,8,0.0
2013,37,T227,16,0,16,0.0
2013,37,T228,6,0,6,0.0
2013,37,T230,115,0,115,0.0
2013,37,T231,4,0,4,0.0
2013,37,T232,8,1,7,125.0
2013,37,T233,42,0,42,0.0
2013,37,T235,27,1,26,37.03703703703704
2013,37,T236,15,0,15,0.0
2013,37,T902,23,0,23,0.0
2013,37,T904,10,0,10,0.0
2013,37,T905,58,0,58,0.0
2013,37,T906,23,0,23,0.0
2013,37,T912,131,1,130,7.633587786259542
2013,37,T916,183,0,183,0.0
2013,37,T920,9,0,9,0.0
2013,37,T923,37,1,36,27.027027027027028
2013,37,T924,16,0,16,0.0
2013,37,T925,5,0,5,0.0
2013,38,T002,27,0,27,0.0
2013,38,T003,5,0,5,0.0
2013,38,T008,11,0,11,0.0
2013,38,T009,3,0,3,0.0
2013,38,T011,11,1,10,90.9090909090909
2013,38,T012,11,1,10,90.9090909090909
2013,38,T013,30,1,29,33.333333333333336
2013,38,T017,10,0,10,0.0
2013,38,T018,3,0,3,0.0
2013,38,T027,18,0,18,0.0
2013,38,T028,14,0,14,0.0
2013,38,T030,36,1,35,27.77777777777778
2013,38,T031,19,0,19,0.0
2013,38,T033,16,0,16,0.0
2013,38,T035,20,0,20,0.0
2013,38,T039,30,0,30,0.0
2013,38,T043,1,0,1,0.0
2013,38,T046,1,0,1,0.0
2013,38,T047,34,0,34,0.0
2013,38,T048,12,0,12,0.0
2013,38,T049,1,0,1,0.0
2013,38,T054A,14,1,13,71.42857142857143
2013,38,T054B,53,0,53,0.0
2013,38,T054C,2,0,2,0.0
2013,38,T061,13,0,13,0.0
2013,38,T062,7,0,7,0.0
2013,38,T063,13,0,13,0.0
2013,38,T065,5,0,5,0.0
2013,38,T066,23,0,23,0.0
2013,38,T068,9,0,9,0.0
2013,38,T069,13,0,13,0.0
2013,38,T073,8,0,8,0.0
2013,38,T074,1,0,1,0.0
2013,38,T077,2,0,2,0.0
2013,38,T079,1,0,1,0.0
2013,38,T080,11,0,11,0.0
2013,38,T082,2,0,2,0.0
2013,38,T083,2,0,2,0.0
2013,38,T089,6,1,5,166.66666666666666
2013,38,T090,8,1,7,125.0
2013,38,T094,11,0,11,0.0
2013,38,T095,3,0,3,0.0
2013,38,T099,3,0,3,0.0
2013,38,T102,6,0,6,0.0
2013,38,T114,9,0,9,0.0
2013,38,T115,18,0,18,0.0
2013,38,T128,15,0,15,0.0
2013,38,T135,22,0,22,0.0
2013,38,T138,16,0,16,0.0
2013,38,T147,2,0,2,0.0
2013,38,T151,36,0,36,0.0
2013,38,T152,1,0,1,0.0
2013,38,T155,7,0,7,0.0
2013,38,T158,38,0,38,0.0
2013,38,T159,3,0,3,0.0
2013,38,T209,20,0,20,0.0
2013,38,T212,3,0,3,0.0
2013,38,T220,8,0,8,0.0
2013,38,T221,23,1,22,43.47826086956522
2013,38,T222,3,0,3,0.0
2013,38,T223,12,0,12,0.0
2013,38,T224,9,0,9,0.0
2013,38,T225,20,0,20,0.0
2013,38,T226,4,0,4,0.0
2013,38,T227,11,0,11,0.0
2013,38,T230,47,0,47,0.0
2013,38,T231,9,0,9,0.0
2013,38,T232,4,0,4,0.0
2013,38,T233,21,0,21,0.0
2013,38,T235,15,0,15,0.0
2013,38,T236,2,0,2,0.0
2013,38,T902,7,1,6,142.85714285714286
2013,38,T905,13,1,12,76.92307692307692
2013,38,T906,13,0,13,0.0
2013,38,T912,27,1,26,37.03703703703704
2013,38,T916,33,0,33,0.0
2013,38,T920,13,0,13,0.0
2013,38,T923,17,0,17,0.0
2013,39,T002,13,0,13,0.0
2013,39,T003,13,1,12,76.92307692307692
2013,39,T008,10,0,10,0.0
2013,39,T009,1,0,1,0.0
2013,39,T011,9,0,9,0.0
2013,39,T012,2,0,2,0.0
2013,39,T013,5,0,5,0.0
2013,39,T017,2,0,2,0.0
2013,39,T027,5,0,5,0.0
2013,39,T030,17,0,17,0.0
2013,39,T031,6,0,6,0.0
2013,39,T033,2,0,2,0.0
2013,39,T035,6,1,5,166.66666666666666
2013,39,T039,8,0,8,0.0
2013,39,T046,1,0,1,0.0
2013,39,T047,11,0,11,0.0
2013,39,T048,7,0,7,0.0
2013,39,T049,4,0,4,0.0
2013,39,T054A,2,0,2,0.0
2013,39,T054B,17,0,17,0.0
2013,39,T061,9,0,9,0.0
2013,39,T062,7,0,7,0.0
2013,39,T063,12,0,12,0.0
2013,39,T066,6,0,6,0.0
2013,39,T068,2,0,2,0.0
2013,39,T069,6,0,6,0.0
2013,39,T073,1,0,1,0.0
2013,39,T074,5,0,5,0.0
2013,39,T079,1,0,1,0.0
2013,39,T082,4,0,4,0.0
2013,39,T083,2,0,2,0.0
2013,39,T089,4,0,4,0.0
2013,39,T090,2,0,2,0.0
2013,39,T094,12,0,12,0.0
2013,39,T095,3,0,3,0.0
2013,39,T099,5,0,5,0.0
2013,39,T102,4,0,4,0.0
2013,39,T114,4,0,4,0.0
2013,39,T115,7,0,7,0.0
2013,39,T128,11,0,11,0.0
2013,39,T135,7,0,7,0.0
2013,39,T138,10,0,10,0.0
2013,39,T151,8,0,8,0.0
2013,39,T152,2,0,2,0.0
2013,39,T155,4,1,3,250.0
2013,39,T158,8,0,8,0.0
2013,39,T159,27,0,27,0.0
2013,39,T209,18,0,18,0.0
2013,39,T212,3,0,3,0.0
2013,39,T220,8,0,8,0.0
2013,39,T221,14,0,14,0.0
2013,39,T222,1,0,1,0.0
2013,39,T223,12,0,12,0.0
2013,39,T224,3,0,3,0.0
2013,39,T225,3,0,3,0.0
2013,39,T226,8,0,8,0.0
2013,39,T227,8,0,8,0.0
2013,39,T228,3,0,3,0.0
2013,39,T230,18,0,18,0.0
2013,39,T231,5,0,5,0.0
2013,39,T232,1,0,1,0.0
2013,39,T233,5,0,5,0.0
2013,39,T235,1,0,1,0.0
2013,39,T905,4,0,4,0.0
2013,39,T912,9,0,9,0.0
2013,39,T916,39,1,38,25.641025641025642
2013,39,T920,16,0,16,0.0
2013,39,T923,11,0,11,0.0
2013,39,T924,1,0,1,0.0
2014,23,T002,84,0,84,0.0
2014,23,T008,9,0,9,0.0
2014,23,T009,82,0,82,0.0
2014,23,T012,90,0,90,0.0
2014,23,T013,46,0,46,0.0
2014,23,T017,15,0,15,0.0
2014,23,T018,2,0,2,0.0
2014,23,T027,15,0,15,0.0
2014,23,T028,32,0,32,0.0
2014,23,T030,54,0,54,0.0
2014,23,T031,26,0,26,0.0
2014,23,T033,13,0,13,0.0
2014,23,T035,34,0,34,0.0
2014,23,T039,20,0,20,0.0
2014,23,T043,19,0,19,0.0
2014,23,T046,11,0,11,0.0
2014,23,T047,26,0,26,0.0
2014,23,T048,21,0,21,0.0
2014,23,T049,1,0,1,0.0
2014,23,T054A,14,0,14,0.0
2014,23,T054C,9,0,9,0.0
2014,23,T065,14,0,14,0.0
2014,23,T066,40,0,40,0.0
2014,23,T068,9,0,9,0.0
2014,23,T069,1,0,1,0.0
2014,23,T073,6,0,6,0.0
2014,23,T079,10,0,10,0.0
2014,23,T082,49,0,49,0.0
2014,23,T090,5,0,5,0.0
2014,23,T094,1,0,1,0.0
2014,23,T095,3,0,3,0.0
2014,23,T099,3,0,3,0.0
2014,23,T114,17,0,17,0.0
2014,23,T128,3,0,3,0.0
2014,23,T135,93,0,93,0.0
2014,23,T138,47,0,47,0.0
2014,23,T151,47,0,47,0.0
2014,23,T152,19,0,19,0.0
2014,23,T155,1,0,1,0.0
2014,23,T159,3,0,3,0.0
2014,23,T209,5,0,5,0.0
2014,23,T212,56,0,56,0.0
2014,23,T220,15,0,15,0.0
2014,23,T223,61,0,61,0.0
2014,23,T224,2,0,2,0.0
2014,23,T225,61,0,61,0.0
2014,23,T226,37,0,37,0.0
2014,23,T227,63,0,63,0.0
2014,23,T228,53,0,53,0.0
2014,23,T231,12,0,12,0.0
2014,23,T233,60,0,60,0.0
2014,23,T235,21,0,21,0.0
2014,23,T236,57,0,57,0.0
2014,23,T902,29,0,29,0.0
2014,23,T904,29,0,29,0.0
2014,23,T906,29,0,29,0.0
2014,23,T912,14,0,14,0.0
2014,23,T913,55,0,55,0.0
2014,23,T916,12,0,12,0.0
2014,23,T923,10,0,10,0.0
2014,23,T924,26,0,26,0.0
2014,24,T002,105,0,105,0.0
2014,24,T003,11,0,11,0.0
2014,24,T008,7,0,7,0.0
2014,24,T009,60,0,60,0.0
2014,24,T012,106,0,106,0.0
2014,24,T013,18,0,18,0.0
2014,24,T018,2,0,2,0.0
2014,24,T027,31,0,31,0.0
2014,24,T028,90,0,90,0.0
2014,24,T030,86,0,86,0.0
2014,24,T031,38,0,38,0.0
2014,24,T033,8,0,8,0.0
2014,24,T035,43,0,43,0.0
2014,24,T046,1,0,1,0.0
2014,24,T047,1,0,1,0.0
2014,24,T049,2,0,2,0.0
2014,24,T054A,1,0,1,0.0
2014,24,T054B,1,0,1,0.0
2014,24,T061,38,0,38,0.0
2014,24,T062,24,0,24,0.0
2014,24,T063,13,0,13,0.0
2014,24,T065,6,0,6,0.0
2014,24,T066,9,0,9,0.0
2014,24,T068,2,0,2,0.0
2014,24,T069,12,0,12,0.0
2014,24,T073,108,0,108,0.0
2014,24,T074,37,0,37,0.0
2014,24,T077,4,0,4,0.0
2014,24,T079,3,0,3,0.0
2014,24,T080,44,0,44,0.0
2014,24,T082,5,0,5,0.0
2014,24,T083,2,0,2,0.0
2014,24,T089,7,0,7,0.0
2014,24,T090,9,0,9,0.0
2014,24,T094,5,0,5,0.0
2014,24,T095,16,0,16,0.0
2014,24,T099,1,0,1,0.0
2014,24,T102,2,0,2,0.0
2014,24,T114,35,0,35,0.0
2014,24,T128,14,0,14,0.0
2014,24,T135,396,0,396,0.0
2014,24,T138,35,0,35,0.0
2014,24,T147,1,0,1,0.0
2014,24,T151,50,0,50,0.0
2014,24,T152,4,0,4,0.0
2014,24,T155,5,0,5,0.0
2014,24,T159,12,0,12,0.0
2014,24,T209,13,0,13,0.0
2014,24,T212,45,0,45,0.0
2014,24,T220,2,0,2,0.0
2014,24,T221,35,0,35,0.0
2014,24,T223,18,0,18,0.0
2014,24,T224,5,0,5,0.0
2014,24,T225,35,0,35,0.0
2014,24,T226,5,0,5,0.0
2014,24,T227,120,0,120,0.0
2014,24,T228,12,0,12,0.0
2014,24,T231,3,0,3,0.0
2014,24,T233,26,0,26,0.0
2014,24,T235,7,0,7,0.0
2014,24,T236,25,0,25,0.0
2014,24,T904,3,0,3,0.0
2014,24,T906,3,0,3,0.0
2014,24,T923,12,0,12,0.0
2014,24,T924,14,0,14,0.0
2014,25,T002,351,0,351,0.0
2014,25,T003,7,0,7,0.0
2014,25,T008,95,0,95,0.0
2014,25,T009,61,0,61,0.0
2014,25,T012,290,0,290,0.0
2014,25,T013,3,0,3,0.0
2014,25,T017,12,0,12,0.0
2014,25,T018,1,0,1,0.0
2014,25,T027,19,0,19,0.0
2014,25,T028,41,0,41,0.0
2014,25,T030,23,0,23,0.0
2014,25,T031,17,0,17,0.0
2014,25,T033,9,0,9,0.0
2014,25,T035,20,0,20,0.0
2014,25,T046,6,0,6,0.0
2014,25,T047,58,0,58,0.0
2014,25,T048,17,0,17,0.0
2014,25,T049,1,0,1,0.0
2014,25,T054A,12,0,12,0.0
2014,25,T054B,2,0,2,0.0
2014,25,T054C,4,0,4,0.0
2014,25,T061,12,0,12,0.0
2014,25,T062,6,0,6,0.0
2014,25,T063,29,0,29,0.0
2014,25,T065,1,0,1,0.0
2014,25,T066,5,0,5,0.0
2014,25,T068,16,0,16,0.0
2014,25,T069,33,0,33,0.0
2014,25,T073,22,0,22,0.0
2014,25,T074,38,0,38,0.0
2014,25,T077,1,0,1,0.0
2014,25,T079,2,0,2,0.0
2014,25,T080,84,0,84,0.0
2014,25,T082,20,1,19,50.0
2014,25,T089,7,0,7,0.0
2014,25,T090,4,0,4,0.0
2014,25,T094,7,0,7,0.0
2014,25,T095,18,0,18,0.0
2014,25,T099,1,0,1,0.0
2014,25,T102,9,0,9,0.0
2014,25,T114,35,0,35,0.0
2014,25,T115,36,1,35,27.77777777777778
2014,25,T128,3,0,3,0.0
2014,25,T135,149,0,149,0.0
2014,25,T138,32,0,32,0.0
2014,25,T147,62,0,62,0.0
2014,25,T151,10,0,10,0.0
2014,25,T155,8,0,8,0.0
2014,25,T159,4,0,4,0.0
2014,25,T209,13,0,13,0.0
2014,25,T212,220,0,220,0.0
2014,25,T220,2,0,2,0.0
2014,25,T221,24,0,24,0.0
2014,25,T222,5,0,5,0.0
2014,25,T223,11,0,11,0.0
2014,25,T224,13,0,13,0.0
2014,25,T225,63,0,63,0.0
2014,25,T226,36,0,36,0.0
2014,25,T227,5,0,5,0.0
2014,25,T228,55,0,55,0.0
2014,25,T230,28,0,28,0.0
2014,25,T231,19,0,19,0.0
2014,25,T233,20,0,20,0.0
2014,25,T235,46,0,46,0.0
2014,25,T236,30,0,30,0.0
2014,25,T900,1,0,1,0.0
2014,25,T902,47,0,47,0.0
2014,25,T904,7,0,7,0.0
2014,25,T906,8,0,8,0.0
2014,25,T912,16,0,16,0.0
2014,25,T913,14,0,14,0.0
2014,25,T916,38,0,38,0.0
2014,25,T924,12,0,12,0.0
2014,26,T002,52,0,52,0.0
2014,26,T003,25,0,25,0.0
2014,26,T008,32,0,32,0.0
2014,26,T009,13,0,13,0.0
2014,26,T011,29,0,29,0.0
2014,26,T012,74,0,74,0.0
2014,26,T013,33,0,33,0.0
2014,26,T017,2,0,2,0.0
2014,26,T018,1,0,1,0.0
2014,26,T027,24,0,24,0.0
2014,26,T028,9,0,9,0.0
2014,26,T031,2,0,2,0.0
2014,26,T033,2,0,2,0.0
2014,26,T035,21,0,21,0.0
2014,26,T039,8,0,8,0.0
2014,26,T046,1,0,1,0.0
2014,26,T047,7,0,7,0.0
2014,26,T048,1,0,1,0.0
2014,26,T054A,4,0,4,0.0
2014,26,T054B,5,0,5,0.0
2014,26,T061,6,0,6,0.0
2014,26,T062,38,0,38,0.0
2014,26,T063,17,0,17,0.0
2014,26,T065,7,0,7,0.0
2014,26,T066,21,0,21,0.0
2014,26,T068,78,0,78,0.0
2014,26,T069,39,0,39,0.0
2014,26,T073,3,0,3,0.0
2014,26,T074,8,0,8,0.0
2014,26,T077,1,0,1,0.0
2014,26,T079,11,0,11,0.0
2014,26,T080,41,0,41,0.0
2014,26,T082,5,0,5,0.0
2014,26,T083,3,0,3,0.0
2014,26,T089,11,0,11,0.0
2014,26,T090,13,0,13,0.0
2014,26,T094,15,0,15,0.0
2014,26,T095,10,0,10,0.0
2014,26,T102,14,1,13,71.42857142857143
2014,26,T114,42,0,42,0.0
2014,26,T115,42,0,42,0.0
2014,26,T128,10,0,10,0.0
2014,26,T135,25,0,25,0.0
2014,26,T138,29,0,29,0.0
2014,26,T147,31,0,31,0.0
2014,26,T151,3,0,3,0.0
2014,26,T155,8,0,8,0.0
2014,26,T159,27,0,27,0.0
2014,26,T209,14,0,14,0.0
2014,26,T212,92,0,92,0.0
2014,26,T220,1,0,1,0.0
2014,26,T221,6,0,6,0.0
2014,26,T222,5,0,5,0.0
2014,26,T223,95,0,95,0.0
2014,26,T224,5,0,5,0.0
2014,26,T226,41,0,41,0.0
2014,26,T227,55,0,55,0.0
2014,26,T230,10,0,10,0.0
2014,26,T231,26,0,26,0.0
2014,26,T233,16,0,16,0.0
2014,26,T235,13,0,13,0.0
2014,26,T236,1,0,1,0.0
2014,26,T900,2,0,2,0.0
